Program,Year,County,Commodity,Value(acres)
CENSUS,2002,YADKIN,AG LAND,522
CENSUS,2002,YADKIN,AG LAND,"7,689"
CENSUS,2002,YADKIN,AG LAND,"40,872"
CENSUS,2002,YADKIN,AG LAND,"1,009"
CENSUS,2002,YADKIN,AG LAND,338
CENSUS,2002,YADKIN,AG LAND,184
CENSUS,2002,ALAMANCE,AG LAND,"1,110"
CENSUS,2002,ALAMANCE,AG LAND,"8,608"
CENSUS,2002,ALAMANCE,AG LAND,"12,505"
CENSUS,2002,ALAMANCE,AG LAND,"2,310"
CENSUS,2002,ALAMANCE,AG LAND,691
CENSUS,2002,ALAMANCE,AG LAND,419
CENSUS,2002,CASWELL,AG LAND,"1,299"
CENSUS,2002,CASWELL,AG LAND,"5,002"
CENSUS,2002,CASWELL,AG LAND,"10,608"
CENSUS,2002,CASWELL,AG LAND,819
CENSUS,2002,CASWELL,AG LAND,515
CENSUS,2002,CASWELL,AG LAND,784
CENSUS,2002,DURHAM,AG LAND,529
CENSUS,2002,DURHAM,AG LAND,"1,682"
CENSUS,2002,DURHAM,AG LAND,"2,536"
CENSUS,2002,DURHAM,AG LAND,292
CENSUS,2002,DURHAM,AG LAND,204
CENSUS,2002,DURHAM,AG LAND,325
CENSUS,2002,FORSYTH,AG LAND,740
CENSUS,2002,FORSYTH,AG LAND,"8,331"
CENSUS,2002,FORSYTH,AG LAND,"9,589"
CENSUS,2002,FORSYTH,AG LAND,573
CENSUS,2002,FORSYTH,AG LAND,508
CENSUS,2002,FORSYTH,AG LAND,102
CENSUS,2002,FORSYTH,AG LAND,130
CENSUS,2002,FRANKLIN,AG LAND,"1,177"
CENSUS,2002,FRANKLIN,AG LAND,"5,698"
CENSUS,2002,FRANKLIN,AG LAND,"26,781"
CENSUS,2002,FRANKLIN,AG LAND,"1,221"
CENSUS,2002,FRANKLIN,AG LAND,891
CENSUS,2002,FRANKLIN,AG LAND,286
CENSUS,2002,GRANVILLE,AG LAND,446
CENSUS,2002,GRANVILLE,AG LAND,"5,646"
CENSUS,2002,GRANVILLE,AG LAND,"14,158"
CENSUS,2002,GRANVILLE,AG LAND,"1,222"
CENSUS,2002,GRANVILLE,AG LAND,373
CENSUS,2002,GRANVILLE,AG LAND, (D)
CENSUS,2002,GRANVILLE,AG LAND, (D)
CENSUS,2002,GUILFORD,AG LAND,810
CENSUS,2002,GUILFORD,AG LAND,"8,701"
CENSUS,2002,GUILFORD,AG LAND,"22,693"
CENSUS,2002,GUILFORD,AG LAND,"2,662"
CENSUS,2002,GUILFORD,AG LAND,582
CENSUS,2002,GUILFORD,AG LAND,215
CENSUS,2002,GUILFORD,AG LAND,13
CENSUS,2002,ORANGE,AG LAND,938
CENSUS,2002,ORANGE,AG LAND,"4,392"
CENSUS,2002,ORANGE,AG LAND,"14,374"
CENSUS,2002,ORANGE,AG LAND,639
CENSUS,2002,ORANGE,AG LAND,535
CENSUS,2002,ORANGE,AG LAND, (D)
CENSUS,2002,ORANGE,AG LAND, (D)
CENSUS,2002,PERSON,AG LAND,257
CENSUS,2002,PERSON,AG LAND,"5,083"
CENSUS,2002,PERSON,AG LAND,"16,087"
CENSUS,2002,PERSON,AG LAND,"3,210"
CENSUS,2002,PERSON,AG LAND, (D)
CENSUS,2002,PERSON,AG LAND, (D)
CENSUS,2002,ROCKINGHAM,AG LAND,"1,005"
CENSUS,2002,ROCKINGHAM,AG LAND,"7,922"
CENSUS,2002,ROCKINGHAM,AG LAND,"16,788"
CENSUS,2002,ROCKINGHAM,AG LAND,"2,808"
CENSUS,2002,ROCKINGHAM,AG LAND,660
CENSUS,2002,ROCKINGHAM,AG LAND,315
CENSUS,2002,ROCKINGHAM,AG LAND,30
CENSUS,2002,STOKES,AG LAND,702
CENSUS,2002,STOKES,AG LAND,"6,509"
CENSUS,2002,STOKES,AG LAND,"13,337"
CENSUS,2002,STOKES,AG LAND,"1,024"
CENSUS,2002,STOKES,AG LAND,518
CENSUS,2002,STOKES,AG LAND,173
CENSUS,2002,STOKES,AG LAND,11
CENSUS,2002,VANCE,AG LAND,421
CENSUS,2002,VANCE,AG LAND,"1,038"
CENSUS,2002,VANCE,AG LAND,"11,379"
CENSUS,2002,VANCE,AG LAND,"1,427"
CENSUS,2002,VANCE,AG LAND, (D)
CENSUS,2002,VANCE,AG LAND,217
CENSUS,2002,VANCE,AG LAND, (D)
CENSUS,2002,WARREN,AG LAND,349
CENSUS,2002,WARREN,AG LAND,"2,907"
CENSUS,2002,WARREN,AG LAND,"10,418"
CENSUS,2002,WARREN,AG LAND,"1,065"
CENSUS,2002,WARREN,AG LAND, (D)
CENSUS,2002,WARREN,AG LAND, (D)
CENSUS,2002,BLADEN,AG LAND,"2,860"
CENSUS,2002,BLADEN,AG LAND,"17,740"
CENSUS,2002,BLADEN,AG LAND,"42,878"
CENSUS,2002,BLADEN,AG LAND,"4,335"
CENSUS,2002,BLADEN,AG LAND, (D)
CENSUS,2002,BLADEN,AG LAND,"2,062"
CENSUS,2002,BLADEN,AG LAND, (D)
CENSUS,2002,BRUNSWICK,AG LAND,795
CENSUS,2002,BRUNSWICK,AG LAND,"3,637"
CENSUS,2002,BRUNSWICK,AG LAND,"14,350"
CENSUS,2002,BRUNSWICK,AG LAND,"2,357"
CENSUS,2002,BRUNSWICK,AG LAND,58
CENSUS,2002,BRUNSWICK,AG LAND,732
CENSUS,2002,BRUNSWICK,AG LAND,5
CENSUS,2002,COLUMBUS,AG LAND,"1,649"
CENSUS,2002,COLUMBUS,AG LAND,"17,668"
CENSUS,2002,COLUMBUS,AG LAND,"65,285"
CENSUS,2002,COLUMBUS,AG LAND,"12,624"
CENSUS,2002,COLUMBUS,AG LAND,354
CENSUS,2002,COLUMBUS,AG LAND,"1,235"
CENSUS,2002,COLUMBUS,AG LAND,60
CENSUS,2002,CUMBERLAND,AG LAND,494
CENSUS,2002,CUMBERLAND,AG LAND,"11,649"
CENSUS,2002,CUMBERLAND,AG LAND,"28,815"
CENSUS,2002,CUMBERLAND,AG LAND,"2,889"
CENSUS,2002,CUMBERLAND,AG LAND,337
CENSUS,2002,CUMBERLAND,AG LAND,157
CENSUS,2002,DUPLIN,AG LAND,"7,874"
CENSUS,2002,DUPLIN,AG LAND,"28,904"
CENSUS,2002,DUPLIN,AG LAND,"93,857"
CENSUS,2002,DUPLIN,AG LAND,"18,592"
CENSUS,2002,DUPLIN,AG LAND, (D)
CENSUS,2002,DUPLIN,AG LAND,"4,684"
CENSUS,2002,DUPLIN,AG LAND, (D)
CENSUS,2002,HARNETT,AG LAND,737
CENSUS,2002,HARNETT,AG LAND,"5,628"
CENSUS,2002,HARNETT,AG LAND,"44,239"
CENSUS,2002,HARNETT,AG LAND,"3,261"
CENSUS,2002,HARNETT,AG LAND, (D)
CENSUS,2002,HARNETT,AG LAND,318
CENSUS,2002,HARNETT,AG LAND, (D)
CENSUS,2002,HOKE,AG LAND,116
CENSUS,2002,HOKE,AG LAND,"7,987"
CENSUS,2002,HOKE,AG LAND,"27,426"
CENSUS,2002,HOKE,AG LAND,"1,534"
CENSUS,2002,HOKE,AG LAND,116
CENSUS,2002,NEW HANOVER,AG LAND,44
CENSUS,2002,NEW HANOVER,AG LAND, (D)
CENSUS,2002,NEW HANOVER,AG LAND,598
CENSUS,2002,NEW HANOVER,AG LAND, (D)
CENSUS,2002,NEW HANOVER,AG LAND, (D)
CENSUS,2002,NEW HANOVER,AG LAND, (D)
CENSUS,2002,ONSLOW,AG LAND,"1,253"
CENSUS,2002,ONSLOW,AG LAND,"11,179"
CENSUS,2002,ONSLOW,AG LAND,"22,577"
CENSUS,2002,ONSLOW,AG LAND,"5,514"
CENSUS,2002,ONSLOW,AG LAND,385
CENSUS,2002,ONSLOW,AG LAND,868
CENSUS,2002,PENDER,AG LAND,197
CENSUS,2002,PENDER,AG LAND,"4,569"
CENSUS,2002,PENDER,AG LAND,"25,565"
CENSUS,2002,PENDER,AG LAND,"3,235"
CENSUS,2002,PENDER,AG LAND,197
CENSUS,2002,ROBESON,AG LAND,"3,053"
CENSUS,2002,ROBESON,AG LAND,"22,255"
CENSUS,2002,ROBESON,AG LAND,"165,218"
CENSUS,2002,ROBESON,AG LAND,"20,832"
CENSUS,2002,ROBESON,AG LAND,852
CENSUS,2002,ROBESON,AG LAND,145
CENSUS,2002,ROBESON,AG LAND,"2,056"
CENSUS,2002,SAMPSON,AG LAND,932
CENSUS,2002,SAMPSON,AG LAND,"30,838"
CENSUS,2002,SAMPSON,AG LAND,"120,458"
CENSUS,2002,SAMPSON,AG LAND,"17,616"
CENSUS,2002,SAMPSON,AG LAND,832
CENSUS,2002,SAMPSON,AG LAND,100
CENSUS,2002,SCOTLAND,AG LAND,602
CENSUS,2002,SCOTLAND,AG LAND,"3,870"
CENSUS,2002,SCOTLAND,AG LAND,"27,337"
CENSUS,2002,SCOTLAND,AG LAND,"1,420"
CENSUS,2002,SCOTLAND,AG LAND,602
CENSUS,2002,ANSON,AG LAND,466
CENSUS,2002,ANSON,AG LAND,"4,224"
CENSUS,2002,ANSON,AG LAND,"17,015"
CENSUS,2002,ANSON,AG LAND,"1,045"
CENSUS,2002,ANSON,AG LAND,466
CENSUS,2002,CABARRUS,AG LAND,"1,642"
CENSUS,2002,CABARRUS,AG LAND,"6,945"
CENSUS,2002,CABARRUS,AG LAND,"19,708"
CENSUS,2002,CABARRUS,AG LAND,290
CENSUS,2002,CABARRUS,AG LAND,671
CENSUS,2002,CABARRUS,AG LAND,971
CENSUS,2002,CLEVELAND,AG LAND,982
CENSUS,2002,CLEVELAND,AG LAND,"8,359"
CENSUS,2002,CLEVELAND,AG LAND,"19,896"
CENSUS,2002,CLEVELAND,AG LAND,"4,169"
CENSUS,2002,CLEVELAND,AG LAND,814
CENSUS,2002,CLEVELAND,AG LAND,168
CENSUS,2002,GASTON,AG LAND,498
CENSUS,2002,GASTON,AG LAND,"5,616"
CENSUS,2002,GASTON,AG LAND,"6,577"
CENSUS,2002,GASTON,AG LAND,"1,110"
CENSUS,2002,GASTON,AG LAND,241
CENSUS,2002,GASTON,AG LAND,257
CENSUS,2002,LINCOLN,AG LAND,512
CENSUS,2002,LINCOLN,AG LAND,"4,819"
CENSUS,2002,LINCOLN,AG LAND,"18,261"
CENSUS,2002,LINCOLN,AG LAND,122
CENSUS,2002,LINCOLN,AG LAND,141
CENSUS,2002,LINCOLN,AG LAND,371
CENSUS,2002,MECKLENBURG,AG LAND,355
CENSUS,2002,MECKLENBURG,AG LAND,"2,669"
CENSUS,2002,MECKLENBURG,AG LAND,"3,023"
CENSUS,2002,MECKLENBURG,AG LAND,"1,041"
CENSUS,2002,MECKLENBURG,AG LAND, (D)
CENSUS,2002,MECKLENBURG,AG LAND, (D)
CENSUS,2002,MECKLENBURG,AG LAND, (D)
CENSUS,2002,MONTGOMERY,AG LAND,60
CENSUS,2002,MONTGOMERY,AG LAND,"1,863"
CENSUS,2002,MONTGOMERY,AG LAND,"5,113"
CENSUS,2002,MONTGOMERY,AG LAND,213
CENSUS,2002,MONTGOMERY,AG LAND,60
CENSUS,2002,MOORE,AG LAND,555
CENSUS,2002,MOORE,AG LAND,"5,068"
CENSUS,2002,MOORE,AG LAND,"12,044"
CENSUS,2002,MOORE,AG LAND,812
CENSUS,2002,MOORE,AG LAND,470
CENSUS,2002,MOORE,AG LAND, (D)
CENSUS,2002,MOORE,AG LAND, (D)
CENSUS,2002,RICHMOND,AG LAND,351
CENSUS,2002,RICHMOND,AG LAND,"3,084"
CENSUS,2002,RICHMOND,AG LAND,"9,486"
CENSUS,2002,RICHMOND,AG LAND,164
CENSUS,2002,RICHMOND,AG LAND, (D)
CENSUS,2002,RICHMOND,AG LAND, (D)
CENSUS,2002,STANLY,AG LAND,762
CENSUS,2002,STANLY,AG LAND,"8,891"
CENSUS,2002,STANLY,AG LAND,"44,016"
CENSUS,2002,STANLY,AG LAND,996
CENSUS,2002,STANLY,AG LAND, (D)
CENSUS,2002,STANLY,AG LAND,478
CENSUS,2002,STANLY,AG LAND, (D)
CENSUS,2002,UNION,AG LAND,"1,776"
CENSUS,2002,UNION,AG LAND,"10,272"
CENSUS,2002,UNION,AG LAND,"91,272"
CENSUS,2002,UNION,AG LAND,"8,788"
CENSUS,2002,UNION,AG LAND,"1,369"
CENSUS,2002,UNION,AG LAND,407
CENSUS,2002,BUNCOMBE,AG LAND,"1,412"
CENSUS,2002,BUNCOMBE,AG LAND,"6,961"
CENSUS,2002,BUNCOMBE,AG LAND,"10,159"
CENSUS,2002,BUNCOMBE,AG LAND,402
CENSUS,2002,BUNCOMBE,AG LAND,637
CENSUS,2002,BUNCOMBE,AG LAND,775
CENSUS,2002,BURKE,AG LAND,225
CENSUS,2002,BURKE,AG LAND,"2,216"
CENSUS,2002,BURKE,AG LAND,"8,452"
CENSUS,2002,BURKE,AG LAND,513
CENSUS,2002,BURKE,AG LAND, (D)
CENSUS,2002,BURKE,AG LAND, (D)
CENSUS,2002,CHEROKEE,AG LAND,462
CENSUS,2002,CHEROKEE,AG LAND,"1,849"
CENSUS,2002,CHEROKEE,AG LAND,"3,034"
CENSUS,2002,CHEROKEE,AG LAND,199
CENSUS,2002,CHEROKEE,AG LAND,379
CENSUS,2002,CHEROKEE,AG LAND, (D)
CENSUS,2002,CHEROKEE,AG LAND, (D)
CENSUS,2002,CLAY,AG LAND,78
CENSUS,2002,CLAY,AG LAND,676
CENSUS,2002,CLAY,AG LAND,"2,211"
CENSUS,2002,CLAY,AG LAND,118
CENSUS,2002,CLAY,AG LAND, (D)
CENSUS,2002,CLAY,AG LAND, (D)
CENSUS,2002,GRAHAM,AG LAND, (D)
CENSUS,2002,GRAHAM,AG LAND, (D)
CENSUS,2002,GRAHAM,AG LAND,591
CENSUS,2002,GRAHAM,AG LAND, (D)
CENSUS,2002,GRAHAM,AG LAND, (D)
CENSUS,2002,GRAHAM,AG LAND, (D)
CENSUS,2002,HAYWOOD,AG LAND,"1,242"
CENSUS,2002,HAYWOOD,AG LAND,"3,149"
CENSUS,2002,HAYWOOD,AG LAND,"7,246"
CENSUS,2002,HAYWOOD,AG LAND,688
CENSUS,2002,HAYWOOD,AG LAND,849
CENSUS,2002,HAYWOOD,AG LAND,196
CENSUS,2002,HAYWOOD,AG LAND,197
CENSUS,2002,HENDERSON,AG LAND,"3,952"
CENSUS,2002,HENDERSON,AG LAND,"4,328"
CENSUS,2002,HENDERSON,AG LAND,"15,790"
CENSUS,2002,HENDERSON,AG LAND,"2,322"
CENSUS,2002,HENDERSON,AG LAND,369
CENSUS,2002,HENDERSON,AG LAND,"3,583"
CENSUS,2002,JACKSON,AG LAND,61
CENSUS,2002,JACKSON,AG LAND,"1,706"
CENSUS,2002,JACKSON,AG LAND,924
CENSUS,2002,JACKSON,AG LAND,"1,178"
CENSUS,2002,JACKSON,AG LAND, (D)
CENSUS,2002,JACKSON,AG LAND, (D)
CENSUS,2002,MACON,AG LAND,254
CENSUS,2002,MACON,AG LAND,"2,013"
CENSUS,2002,MACON,AG LAND,"3,135"
CENSUS,2002,MACON,AG LAND,244
CENSUS,2002,MACON,AG LAND, (D)
CENSUS,2002,MACON,AG LAND, (D)
CENSUS,2002,MACON,AG LAND, (D)
CENSUS,2002,MADISON,AG LAND,895
CENSUS,2002,MADISON,AG LAND,"4,397"
CENSUS,2002,MADISON,AG LAND,"4,942"
CENSUS,2002,MADISON,AG LAND,540
CENSUS,2002,MADISON,AG LAND,481
CENSUS,2002,MADISON,AG LAND, (D)
CENSUS,2002,MADISON,AG LAND, (D)
CENSUS,2002,MCDOWELL,AG LAND,209
CENSUS,2002,MCDOWELL,AG LAND,"1,877"
CENSUS,2002,MCDOWELL,AG LAND,"2,981"
CENSUS,2002,MCDOWELL,AG LAND,731
CENSUS,2002,MCDOWELL,AG LAND, (D)
CENSUS,2002,MCDOWELL,AG LAND, (D)
CENSUS,2002,MCDOWELL,AG LAND, (D)
CENSUS,2002,MITCHELL,AG LAND,219
CENSUS,2002,MITCHELL,AG LAND,"2,736"
CENSUS,2002,MITCHELL,AG LAND,"2,165"
CENSUS,2002,MITCHELL,AG LAND,40
CENSUS,2002,MITCHELL,AG LAND,154
CENSUS,2002,MITCHELL,AG LAND,65
CENSUS,2002,POLK,AG LAND,493
CENSUS,2002,POLK,AG LAND,"2,248"
CENSUS,2002,POLK,AG LAND, (D)
CENSUS,2002,POLK,AG LAND, (D)
CENSUS,2002,POLK,AG LAND,400
CENSUS,2002,POLK,AG LAND,93
CENSUS,2002,RUTHERFORD,AG LAND,806
CENSUS,2002,RUTHERFORD,AG LAND,"5,173"
CENSUS,2002,RUTHERFORD,AG LAND,"9,809"
CENSUS,2002,RUTHERFORD,AG LAND,256
CENSUS,2002,RUTHERFORD,AG LAND,485
CENSUS,2002,RUTHERFORD,AG LAND, (D)
CENSUS,2002,RUTHERFORD,AG LAND, (D)
CENSUS,2002,SWAIN,AG LAND,109
CENSUS,2002,SWAIN,AG LAND, (D)
CENSUS,2002,SWAIN,AG LAND,884
CENSUS,2002,SWAIN,AG LAND, (D)
CENSUS,2002,SWAIN,AG LAND, (D)
CENSUS,2002,SWAIN,AG LAND, (D)
CENSUS,2002,TRANSYLVANIA,AG LAND,975
CENSUS,2002,TRANSYLVANIA,AG LAND,"1,276"
CENSUS,2002,TRANSYLVANIA,AG LAND,"4,884"
CENSUS,2002,TRANSYLVANIA,AG LAND,150
CENSUS,2002,TRANSYLVANIA,AG LAND, (D)
CENSUS,2002,TRANSYLVANIA,AG LAND, (D)
CENSUS,2002,YANCEY,AG LAND,291
CENSUS,2002,YANCEY,AG LAND,"2,335"
CENSUS,2002,YANCEY,AG LAND,"2,602"
CENSUS,2002,YANCEY,AG LAND,459
CENSUS,2002,YANCEY,AG LAND, (D)
CENSUS,2002,YANCEY,AG LAND, (D)
CENSUS,1997,BEAUFORT,AG LAND,"21,598"
CENSUS,1997,BEAUFORT,AG LAND,"89,524"
CENSUS,1997,BEAUFORT,AG LAND,"17,379"
CENSUS,1997,CARTERET,AG LAND, (D)
CENSUS,1997,CARTERET,AG LAND,"8,281"
CENSUS,1997,CARTERET,AG LAND, (D)
CENSUS,1997,CRAVEN,AG LAND,"9,407"
CENSUS,1997,CRAVEN,AG LAND,"33,897"
CENSUS,1997,CRAVEN,AG LAND,"12,819"
CENSUS,1997,GREENE,AG LAND,"7,638"
CENSUS,1997,GREENE,AG LAND,"48,077"
CENSUS,1997,GREENE,AG LAND,"16,217"
CENSUS,1997,HYDE,AG LAND,"14,008"
CENSUS,1997,HYDE,AG LAND,"50,289"
CENSUS,1997,HYDE,AG LAND,"11,799"
CENSUS,1997,JOHNSTON,AG LAND,"17,338"
CENSUS,1997,JOHNSTON,AG LAND,"80,970"
CENSUS,1997,JOHNSTON,AG LAND,"12,350"
CENSUS,1997,JONES,AG LAND,"5,446"
CENSUS,1997,JONES,AG LAND,"35,703"
CENSUS,1997,JONES,AG LAND,"4,403"
CENSUS,1997,LENOIR,AG LAND,"15,981"
CENSUS,1997,LENOIR,AG LAND,"62,743"
CENSUS,1997,LENOIR,AG LAND,"22,649"
CENSUS,1997,PAMLICO,AG LAND,"2,525"
CENSUS,1997,PAMLICO,AG LAND,"36,608"
CENSUS,1997,PAMLICO,AG LAND,"3,668"
CENSUS,1997,PITT,AG LAND,"13,973"
CENSUS,1997,PITT,AG LAND,"89,106"
CENSUS,1997,PITT,AG LAND,"27,945"
CENSUS,1997,WAYNE,AG LAND,"17,916"
CENSUS,1997,WAYNE,AG LAND,"90,865"
CENSUS,1997,WAYNE,AG LAND,"25,306"
CENSUS,1997,WILSON,AG LAND,"7,522"
CENSUS,1997,WILSON,AG LAND,"56,861"
CENSUS,1997,WILSON,AG LAND,"19,566"
CENSUS,1997,ALEXANDER,AG LAND,"5,690"
CENSUS,1997,ALEXANDER,AG LAND,"11,464"
CENSUS,1997,ALEXANDER,AG LAND,743
CENSUS,1997,CATAWBA,AG LAND,"6,527"
CENSUS,1997,CATAWBA,AG LAND,"17,656"
CENSUS,1997,CATAWBA,AG LAND,"1,903"
CENSUS,1997,CHATHAM,AG LAND,"8,130"
CENSUS,1997,CHATHAM,AG LAND,"13,578"
CENSUS,1997,CHATHAM,AG LAND,816
CENSUS,1997,DAVIDSON,AG LAND,"9,181"
CENSUS,1997,DAVIDSON,AG LAND,"24,521"
CENSUS,1997,DAVIDSON,AG LAND,"1,040"
CENSUS,1997,DAVIE,AG LAND,"6,673"
CENSUS,1997,DAVIE,AG LAND,"13,128"
CENSUS,1997,DAVIE,AG LAND,"5,152"
CENSUS,1997,IREDELL,AG LAND,"15,140"
CENSUS,1997,IREDELL,AG LAND,"40,973"
CENSUS,1997,IREDELL,AG LAND,"2,779"
CENSUS,1997,LEE,AG LAND,"2,569"
CENSUS,1997,LEE,AG LAND,"9,617"
CENSUS,1997,LEE,AG LAND,"1,012"
CENSUS,1997,RANDOLPH,AG LAND,"12,515"
CENSUS,1997,RANDOLPH,AG LAND,"26,473"
CENSUS,1997,RANDOLPH,AG LAND,"1,339"
CENSUS,1997,ROWAN,AG LAND,"10,742"
CENSUS,1997,ROWAN,AG LAND,"29,352"
CENSUS,1997,ROWAN,AG LAND,"2,394"
CENSUS,1997,WAKE,AG LAND,"8,759"
CENSUS,1997,WAKE,AG LAND,"24,135"
CENSUS,1997,WAKE,AG LAND,"4,382"
CENSUS,1997,BERTIE,AG LAND,"10,346"
CENSUS,1997,BERTIE,AG LAND,"64,589"
CENSUS,1997,BERTIE,AG LAND,"13,979"
CENSUS,1997,CAMDEN,AG LAND,"1,953"
CENSUS,1997,CAMDEN,AG LAND,"35,133"
CENSUS,1997,CAMDEN,AG LAND,"10,655"
CENSUS,1997,CHOWAN,AG LAND,"5,815"
CENSUS,1997,CHOWAN,AG LAND,"25,284"
CENSUS,1997,CHOWAN,AG LAND,"5,985"
CENSUS,1997,CURRITUCK,AG LAND,"6,587"
CENSUS,1997,CURRITUCK,AG LAND,"18,650"
CENSUS,1997,CURRITUCK,AG LAND,"7,537"
CENSUS,1997,DARE,AG LAND, (D)
CENSUS,1997,DARE,AG LAND, (D)
CENSUS,1997,DARE,AG LAND, (D)
CENSUS,1997,EDGECOMBE,AG LAND,"8,303"
CENSUS,1997,EDGECOMBE,AG LAND,"85,883"
CENSUS,1997,EDGECOMBE,AG LAND,"10,077"
CENSUS,1997,GATES,AG LAND,"2,466"
CENSUS,1997,GATES,AG LAND,"42,681"
CENSUS,1997,GATES,AG LAND,"1,828"
CENSUS,1997,HALIFAX,AG LAND,"15,845"
CENSUS,1997,HALIFAX,AG LAND,"81,558"
CENSUS,1997,HALIFAX,AG LAND,"7,368"
CENSUS,1997,HERTFORD,AG LAND,"6,668"
CENSUS,1997,HERTFORD,AG LAND,"30,066"
CENSUS,1997,HERTFORD,AG LAND,"14,011"
CENSUS,1997,MARTIN,AG LAND,"9,865"
CENSUS,1997,MARTIN,AG LAND,"52,535"
CENSUS,1997,MARTIN,AG LAND,"12,633"
CENSUS,1997,NASH,AG LAND,"12,784"
CENSUS,1997,NASH,AG LAND,"69,661"
CENSUS,1997,NASH,AG LAND,"8,781"
CENSUS,1997,NORTHAMPTON,AG LAND,"12,372"
CENSUS,1997,NORTHAMPTON,AG LAND,"75,527"
CENSUS,1997,NORTHAMPTON,AG LAND,"9,577"
CENSUS,1997,PASQUOTANK,AG LAND,"16,193"
CENSUS,1997,PASQUOTANK,AG LAND,"52,095"
CENSUS,1997,PASQUOTANK,AG LAND,"9,556"
CENSUS,1997,PERQUIMANS,AG LAND,"11,092"
CENSUS,1997,PERQUIMANS,AG LAND,"45,000"
CENSUS,1997,PERQUIMANS,AG LAND,"12,060"
CENSUS,1997,TYRRELL,AG LAND,"10,348"
CENSUS,1997,TYRRELL,AG LAND,"26,189"
CENSUS,1997,TYRRELL,AG LAND,"13,882"
CENSUS,1997,WASHINGTON,AG LAND,"26,239"
CENSUS,1997,WASHINGTON,AG LAND,"49,434"
CENSUS,1997,WASHINGTON,AG LAND,"11,904"
CENSUS,1997,ALLEGHANY,AG LAND,"6,928"
CENSUS,1997,ALLEGHANY,AG LAND,"10,930"
CENSUS,1997,ALLEGHANY,AG LAND,840
CENSUS,1997,ASHE,AG LAND,"8,048"
CENSUS,1997,ASHE,AG LAND,"9,710"
CENSUS,1997,ASHE,AG LAND,729
CENSUS,1997,AVERY,AG LAND,"4,542"
CENSUS,1997,AVERY,AG LAND,"5,137"
CENSUS,1997,AVERY,AG LAND,607
CENSUS,1997,CALDWELL,AG LAND,"4,053"
CENSUS,1997,CALDWELL,AG LAND,"6,052"
CENSUS,1997,CALDWELL,AG LAND,843
CENSUS,1997,SURRY,AG LAND,"10,032"
CENSUS,1997,SURRY,AG LAND,"28,455"
CENSUS,1997,SURRY,AG LAND,"1,729"
CENSUS,1997,WATAUGA,AG LAND,"4,773"
CENSUS,1997,WATAUGA,AG LAND,"3,592"
CENSUS,1997,WATAUGA,AG LAND,"1,073"
CENSUS,1997,WILKES,AG LAND,"9,003"
CENSUS,1997,WILKES,AG LAND,"21,663"
CENSUS,1997,WILKES,AG LAND,834
CENSUS,1997,YADKIN,AG LAND,"10,894"
CENSUS,1997,YADKIN,AG LAND,"30,740"
CENSUS,1997,YADKIN,AG LAND,"2,688"
CENSUS,1997,ALAMANCE,AG LAND,"10,518"
CENSUS,1997,ALAMANCE,AG LAND,"15,732"
CENSUS,1997,ALAMANCE,AG LAND,"2,274"
CENSUS,1997,CASWELL,AG LAND,"5,894"
CENSUS,1997,CASWELL,AG LAND,"15,626"
CENSUS,1997,CASWELL,AG LAND,"1,098"
CENSUS,1997,DURHAM,AG LAND,"1,819"
CENSUS,1997,DURHAM,AG LAND,"2,774"
CENSUS,1997,DURHAM,AG LAND,561
CENSUS,1997,FORSYTH,AG LAND,"8,700"
CENSUS,1997,FORSYTH,AG LAND,"8,728"
CENSUS,1997,FORSYTH,AG LAND,"2,387"
CENSUS,1997,FRANKLIN,AG LAND,"11,579"
CENSUS,1997,FRANKLIN,AG LAND,"30,018"
CENSUS,1997,FRANKLIN,AG LAND,"3,744"
CENSUS,1997,GRANVILLE,AG LAND,"7,798"
CENSUS,1997,GRANVILLE,AG LAND,"16,671"
CENSUS,1997,GRANVILLE,AG LAND,"4,219"
CENSUS,1997,GUILFORD,AG LAND,"8,263"
CENSUS,1997,GUILFORD,AG LAND,"24,741"
CENSUS,1997,GUILFORD,AG LAND,"3,949"
CENSUS,1997,ORANGE,AG LAND,"6,773"
CENSUS,1997,ORANGE,AG LAND,"14,621"
CENSUS,1997,ORANGE,AG LAND,979
CENSUS,1997,PERSON,AG LAND,"8,694"
CENSUS,1997,PERSON,AG LAND,"20,574"
CENSUS,1997,PERSON,AG LAND,"2,548"
CENSUS,1997,ROCKINGHAM,AG LAND,"8,147"
CENSUS,1997,ROCKINGHAM,AG LAND,"18,765"
CENSUS,1997,ROCKINGHAM,AG LAND,"2,112"
CENSUS,1997,STOKES,AG LAND,"6,965"
CENSUS,1997,STOKES,AG LAND,"12,627"
CENSUS,1997,STOKES,AG LAND,"1,419"
CENSUS,1997,VANCE,AG LAND,"2,823"
CENSUS,1997,VANCE,AG LAND,"10,621"
CENSUS,1997,VANCE,AG LAND,"1,737"
CENSUS,1997,WARREN,AG LAND,"4,005"
CENSUS,1997,WARREN,AG LAND,"13,710"
CENSUS,1997,WARREN,AG LAND,"1,135"
CENSUS,1997,BLADEN,AG LAND,"22,629"
CENSUS,1997,BLADEN,AG LAND,"32,587"
CENSUS,1997,BLADEN,AG LAND,"6,775"
CENSUS,1997,BRUNSWICK,AG LAND,"3,041"
CENSUS,1997,BRUNSWICK,AG LAND,"14,122"
CENSUS,1997,BRUNSWICK,AG LAND,"1,971"
